GeneName	Orthologs	GeneSymbolOrthologs	Dmel_paralogs	GeneSymbolDmel_paralogs	ParalogsThatHaveOrthologs	GeneSymbolParalogs
AGAP012667	NoDirectOrtholog	NULL	-	-	HasParalogButNoOrthologOfParalogs	NULL
AGAP012668	NoDirectOrtholog	NULL	-	-	FBgn0039277	Nepl16
AGAP012669	NoDirectOrtholog	NULL	-	-	HasParalogButNoOrthologOfParalogs	NULL
AGAP012670	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP012671	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP012672	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP012673	NoDirectOrtholog	NULL	-	-	HasParalogButNoOrthologOfParalogs	NULL
AGAP012674	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP012675	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP012676	NoDirectOrtholog	NULL	-	-	HasParalogButNoChanceOfOrthologOfParalogs	NULL
AGAP012677	NoDirectOrtholog	NULL	-	-	HasParalogButNoOrthologOfParalogs	NULL
AGAP012678	NoDirectOrtholog	NULL	-	-	FBgn0004057	Zw
AGAP012679	NoDirectOrtholog	NULL	-	-	HasParalogButNoOrthologOfParalogs	NULL
AGAP012680	NoDirectOrtholog	NULL	-	-	HasParalogButNoOrthologOfParalogs	NULL
AGAP012681	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP012682	NoDirectOrtholog	NULL	-	-	HasParalogButNoChanceOfOrthologOfParalogs	NULL
AGAP012683	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP012684	FBgn0266464	Nsf2	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP012685	NoDirectOrtholog	NULL	-	-	HasParalogButNoChanceOfOrthologOfParalogs	NULL
AGAP012686	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP012690	FBgn0032290	CG6443	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP012691	NoDirectOrtholog	NULL	-	-	FBgn0014861	Mcm2
AGAP012692	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP012693	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP012694	NoDirectOrtholog	NULL	-	-	HasParalogButNoOrthologOfParalogs	NULL
AGAP012695	NoDirectOrtholog	NULL	-	-	FBgn0033209	CG12107
AGAP012696	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP012697	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP012698	NoDirectOrtholog	NULL	-	-	FBgn0038542	TyrR
AGAP012699	NoDirectOrtholog	NULL	-	-	HasParalogButNoOrthologOfParalogs	NULL
AGAP012700	NoDirectOrtholog	NULL	-	-	HasParalogButNoOrthologOfParalogs	NULL
AGAP012701	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP012702	NoDirectOrtholog	NULL	-	-	HasParalogButNoChanceOfOrthologOfParalogs	NULL
AGAP012703	NoDirectOrtholog	NULL	-	-	FBgn0039298	to
AGAP012704	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP012705	NoDirectOrtholog	NULL	-	-	FBgn0025839	ND-B14.5A
AGAP012706	NoDirectOrtholog	NULL	-	-	HasParalogButNoOrthologOfParalogs	NULL
AGAP012707	FBgn0033054	CG14591	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP012708	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP012709	NoDirectOrtholog	NULL	-	-	FBgn0004828	His3.3B
AGAP012710	NoDirectOrtholog	NULL	-	-	FBgn0053868	His2B:CG33868
AGAP012711	NoDirectOrtholog	NULL	-	-	FBgn0051618	His2A:CG31618
AGAP012712	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP012713	NoDirectOrtholog	NULL	-	-	HasParalogButNoOrthologOfParalogs	NULL
AGAP012714	NoDirectOrtholog	NULL	-	-	FBgn0031109	Obp19a
AGAP012715	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP012716	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP012717	FBgn0260855	Sec22	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP012718	NoDirectOrtholog	NULL	-	-	FBgn0003423	slgA
AGAP012719	NoDirectOrtholog	NULL	-	-	HasParalogButNoOrthologOfParalogs	NULL
AGAP012720	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP012721	NoDirectOrtholog	NULL	-	-	FBgn0053052	Gorab
AGAP012722	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP012723	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP012724	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP012725	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP012726	NoDirectOrtholog	NULL	-	-	FBgn0038598	CG7131
AGAP012727	FBgn0262952	mt:ND4	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP012728	NoDirectOrtholog	NULL	-	-	HasParalogButNoOrthologOfParalogs	NULL
AGAP012729	NoDirectOrtholog	NULL	-	-	HasParalogButNoOrthologOfParalogs	NULL
AGAP012730	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP012731	NoDirectOrtholog	NULL	-	-	FBgn0040066	wds
AGAP012732	NoDirectOrtholog	NULL	-	-	HasParalogButNoOrthologOfParalogs	NULL
AGAP012734	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP012735	NoDirectOrtholog	NULL	-	-	HasParalogButNoOrthologOfParalogs	NULL
AGAP028423	geneIDnotMapped	-	-	-	-	-
AGAP012736	FBgn0023197	Jon74E	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP012737	NoDirectOrtholog	NULL	-	-	HasParalogButNoOrthologOfParalogs	NULL
AGAP012738	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP012739	FBgn0067317	Cby	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP012740	NoDirectOrtholog	NULL	-	-	FBgn0040551	CG11686
AGAP012741	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP012742	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP012743	FBgn0261976	Psf2	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP012744	NoDirectOrtholog	NULL	-	-	FBgn0020249	stck
AGAP012745	NoDirectOrtholog	NULL	-	-	HasParalogButNoOrthologOfParalogs	NULL
AGAP012746	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP012747	FBgn0260775	DnaJ-60	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP012748	NoDirectOrtholog	NULL	-	-	FBgn0263916	Ent2
AGAP012749	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP012750	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP012751	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP012752	NoDirectOrtholog	NULL	-	-	HasParalogButNoOrthologOfParalogs	NULL
AGAP012753	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP012754	NoDirectOrtholog	NULL	-	-	FBgn0015320	Ubc2
AGAP012755	NoDirectOrtholog	NULL	-	-	HasParalogButNoChanceOfOrthologOfParalogs	NULL
AGAP012756	NoDirectOrtholog	NULL	-	-	FBgn0267330	KdelR
AGAP012757	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP012758	NoDirectOrtholog	NULL	-	-	HasParalogButNoOrthologOfParalogs	NULL
AGAP012759	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP012760	NoDirectOrtholog	NULL	-	-	FBgn0023520	CG3857
AGAP012761	NoDirectOrtholog	NULL	-	-	HasParalogButNoOrthologOfParalogs	NULL
AGAP012762	NoDirectOrtholog	NULL	-	-	HasParalogButNoOrthologOfParalogs	NULL
AGAP012763	NoDirectOrtholog	NULL	-	-	FBgn0264816	koko
AGAP012764	NoDirectOrtholog	NULL	-	-	FBgn0001316	klar
AGAP012765	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP012766	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP012767	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP012768	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP012769	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP012770	NoDirectOrtholog	NULL	-	-	FBgn0014877	Roe1
AGAP012771	NoDirectOrtholog	NULL	-	-	FBgn0050446	Tdc2
AGAP012772	NoDirectOrtholog	NULL	-	-	FBgn0036461	Zip71B
AGAP012773	NoDirectOrtholog	NULL	-	-	FBgn0026378	Rep
AGAP012775	NoDirectOrtholog	NULL	-	-	FBgn0016081	fry
AGAP012776	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP012777	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP012778	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP012779	NoDirectOrtholog	NULL	-	-	HasParalogButNoOrthologOfParalogs	NULL
AGAP012780	NoDirectOrtholog	NULL	-	-	FBgn0033352	PAN2
AGAP012781	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP012782	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP012783	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP012784	NoDirectOrtholog	NULL	-	-	FBgn0000084	AnxB10
AGAP012787	NoDirectOrtholog	NULL	-	-	FBgn0033673	CG8298
AGAP012788	NoDirectOrtholog	NULL	-	-	FBgn0037011	CG4858
AGAP012792	FBgn0037648	CG11975	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP012793	NoDirectOrtholog	NULL	-	-	FBgn0264325	Atg6
AGAP012795	NoDirectOrtholog	NULL	-	-	HasParalogButNoOrthologOfParalogs	NULL
AGAP012796	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP012798	NoDirectOrtholog	NULL	-	-	FBgn0033699	RpS11
AGAP012799	NoDirectOrtholog	NULL	-	-	FBgn0039726	eIF2Balpha
AGAP012800	NoDirectOrtholog	NULL	-	-	FBgn0038681	Cyp12a4
AGAP012801	NoDirectOrtholog	NULL	-	-	FBgn0037687	CG8132
AGAP012802	NoDirectOrtholog	NULL	-	-	FBgn0038072	CG6225
AGAP012803	NoDirectOrtholog	NULL	-	-	FBgn0026592	Fie
AGAP012804	NoDirectOrtholog	NULL	-	-	FBgn0039115	CG10214
AGAP012805	NoDirectOrtholog	NULL	-	-	FBgn0263131	CG43373
AGAP012806	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP012807	NoDirectOrtholog	NULL	-	-	HasParalogButNoChanceOfOrthologOfParalogs	NULL
AGAP012808	NoDirectOrtholog	NULL	-	-	FBgn0036481	CG16959
AGAP012809	NoDirectOrtholog	NULL	-	-	FBgn0032195	CG4908
AGAP012811	NoDirectOrtholog	NULL	-	-	FBgn0038237	Pde6
AGAP012812	NoDirectOrtholog	NULL	-	-	FBgn0051460	CG31460
AGAP012813	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP012814	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP012815	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP012816	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP012817	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP012818	NoDirectOrtholog	NULL	-	-	HasParalogButNoOrthologOfParalogs	NULL
AGAP012819	NoDirectOrtholog	NULL	-	-	FBgn0037580	DppIII
AGAP012820	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP012821	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP012822	NoDirectOrtholog	NULL	-	-	HasParalogButNoOrthologOfParalogs	NULL
AGAP012823	NoDirectOrtholog	NULL	-	-	FBgn0040705	ND-B8
AGAP012824	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP012825	NoDirectOrtholog	NULL	-	-	FBgn0043002	Chrac-14
AGAP012826	NoDirectOrtholog	NULL	-	-	FBgn0036405	CG6833
AGAP012827	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP012828	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP012829	FBgn0031664	CG8892	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP012830	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP012831	NoDirectOrtholog	NULL	-	-	FBgn0035121	Tudor-SN
AGAP012832	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP012833	NoDirectOrtholog	NULL	-	-	FBgn0039159	mRpS24
AGAP012834	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP012835	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP012836	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP012837	NoDirectOrtholog	NULL	-	-	FBgn0034893	mRpL43
AGAP012838	NoDirectOrtholog	NULL	-	-	HasParalogButNoOrthologOfParalogs	NULL
AGAP012839	NoDirectOrtholog	NULL	-	-	HasParalogButNoOrthologOfParalogs	NULL
AGAP012840	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP012841	NoDirectOrtholog	NULL	-	-	HasParalogButNoOrthologOfParalogs	NULL
AGAP012842	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP012843	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP012844	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP012845	NoDirectOrtholog	NULL	-	-	FBgn0038115	CG7966
AGAP012846	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP012847	NoDirectOrtholog	NULL	-	-	FBgn0036255	Atg12
AGAP012848	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP012849	NoDirectOrtholog	NULL	-	-	HasParalogButNoOrthologOfParalogs	NULL
AGAP012850	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP012851	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP012852	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP012853	NoDirectOrtholog	NULL	-	-	FBgn0030571	CG14414
AGAP012854	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP012855	NoDirectOrtholog	NULL	-	-	HasParalogButNoOrthologOfParalogs	NULL
AGAP012856	FBgn0086130	Dbp21E2	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP012857	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP012858	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP012859	NoDirectOrtholog	NULL	-	-	FBgn0038167	Lkb1
AGAP012860	NoDirectOrtholog	NULL	-	-	FBgn0032618	CG31743
AGAP012861	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP012862	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP012863	NoDirectOrtholog	NULL	-	-	FBgn0037134	CG7407
AGAP012865	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP012866	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP012867	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP012868	NoDirectOrtholog	NULL	-	-	FBgn0039004	Nup133
AGAP012869	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP012870	NoDirectOrtholog	NULL	-	-	FBgn0037627	CG13318
AGAP012871	NoDirectOrtholog	NULL	-	-	FBgn0053868	His2B:CG33868
AGAP012872	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP012873	NoDirectOrtholog	NULL	-	-	FBgn0023094	cyc
AGAP012874	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP012875	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP012876	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP012877	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP012879	NoDirectOrtholog	NULL	-	-	FBgn0010409	RpL18A
AGAP012880	NoDirectOrtholog	NULL	-	-	FBgn0261109	mrn
AGAP012881	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP012882	NoDirectOrtholog	NULL	-	-	FBgn0030596	CG12398
AGAP012883	NoDirectOrtholog	NULL	-	-	FBgn0037842	CG6567
AGAP012884	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP012885	NoDirectOrtholog	NULL	-	-	FBgn0013981	His4r
AGAP012887	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP012888	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP012889	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP012891	NoDirectOrtholog	NULL	-	-	HasParalogButNoOrthologOfParalogs	NULL
AGAP012892	NoDirectOrtholog	NULL	-	-	FBgn0036754	CG5589
AGAP012893	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP012894	NoDirectOrtholog	NULL	-	-	FBgn0053868	His2B:CG33868
AGAP012895	NoDirectOrtholog	NULL	-	-	FBgn0051618	His2A:CG31618
AGAP012896	NoDirectOrtholog	NULL	-	-	FBgn0028552	gammaSnap1
AGAP012897	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP012898	NoDirectOrtholog	NULL	-	-	FBgn0027864	Ogg1
AGAP012900	NoDirectOrtholog	NULL	-	-	FBgn0250848	26-29-p
AGAP012901	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP012902	FBgn0050373	CG30373	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP012903	NoDirectOrtholog	NULL	-	-	HasParalogButNoOrthologOfParalogs	NULL
AGAP012904	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP012905	NoDirectOrtholog	NULL	-	-	FBgn0261268	Cul3
AGAP028589	geneIDnotMapped	-	-	-	-	-
AGAP012906	NoDirectOrtholog	NULL	-	-	FBgn0039857	RpL6
AGAP012907	NoDirectOrtholog	NULL	-	-	HasParalogButNoOrthologOfParalogs	NULL
AGAP012908	NoDirectOrtholog	NULL	-	-	FBgn0029980	CG10778
AGAP012909	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP012910	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP012911	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP012912	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP012913	NoDirectOrtholog	NULL	-	-	FBgn0261554	CG42672
AGAP012914	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP012915	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP012916	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP012917	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP012918	NoDirectOrtholog	NULL	-	-	HasParalogButNoChanceOfOrthologOfParalogs	NULL
AGAP012919	NoDirectOrtholog	NULL	-	-	HasParalogButNoOrthologOfParalogs	NULL
AGAP012920	NoDirectOrtholog	NULL	-	-	FBgn0086687	Desat1
AGAP012921	NoDirectOrtholog	NULL	-	-	FBgn0015381	dsf
AGAP012922	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP012923	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP012924	NoDirectOrtholog	NULL	-	-	FBgn0000116	Argk
AGAP012925	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP012926	NoDirectOrtholog	NULL	-	-	FBgn0040551	CG11686
AGAP012927	NoDirectOrtholog	NULL	-	-	FBgn0032251	Nse4
AGAP012928	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP012930	NoDirectOrtholog	NULL	-	-	FBgn0000083	AnxB9
AGAP012931	NoDirectOrtholog	NULL	-	-	HasParalogButNoChanceOfOrthologOfParalogs	NULL
AGAP012932	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP012933	NoDirectOrtholog	NULL	-	-	FBgn0051915	CG31915
AGAP012934	FBgn0036893	PIG-F	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP012935	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP012936	NoDirectOrtholog	NULL	-	-	FBgn0039045	CG17119
AGAP012937	NoDirectOrtholog	NULL	-	-	HasParalogButNoOrthologOfParalogs	NULL
AGAP012938	NoDirectOrtholog	NULL	-	-	FBgn0028984	Spn88Ea
AGAP012939	NoDirectOrtholog	NULL	-	-	FBgn0002590	RpS5a
AGAP012940	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP012941	NoDirectOrtholog	NULL	-	-	HasParalogButNoOrthologOfParalogs	NULL
AGAP012943	NoDirectOrtholog	NULL	-	-	HasParalogButNoOrthologOfParalogs	NULL
AGAP012944	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP012945	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP000002	FBgn0262127	kibra	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP000005	FBgn0011764	NoSymbolFound	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP000007	FBgn0037240	Cont	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP000008	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP000009	FBgn0030412	Tomosyn	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP000010	FBgn0000536	eas	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP000011	FBgn0030482	CG1673	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP000012	FBgn0035064	TyrRS-m	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP000013	FBgn0031150	bves	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP000014	FBgn0052512	CG32512	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP000015	FBgn0003366	sev	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP000016	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP000017	FBgn0266098	rg	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP000018	FBgn0015279	Pi3K92E	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP000019	FBgn0000313	NoSymbolFound	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP000020	FBgn0038651	Epg5	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP013504	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP000022	FBgn0037533	CD98hc	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP000021	FBgn0031268	cold	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP000023	FBgn0086367	t	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP000025	FBgn0061200	Nup153	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP000028	FBgn0264607	CaMKII	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP000029	FBgn0261617	nej	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP000032	FBgn0001250	if	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP000033	FBgn0003218	rdgB	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP000035	FBgn0029688	lva	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP000037	FBgn0030706	Lrp4	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP000038	FBgn0010240	Lcch3	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP000039	FBgn0030707	CG8916	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP000040	FBgn0023549	Mct1	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP000041	FBgn0053548	SmydA-8	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP000042	FBgn0025639	Hmt4-20	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP000043	FBgn0086899	NoSymbolFound	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP000044	FBgn0030329	prtp	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP000045	FBgn0024944	Oamb	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP000046	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP000047	FBgn0038819	Cpr92F	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP000048	FBgn0015589	Apc	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP012954	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP000049	FBgn0025571	SF1	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP000051	FBgn0038511	cysu	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP000053	FBgn0037744	NoSymbolFound	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP000054	FBgn0263289	scrib	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP013447	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP000055	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP000056	FBgn0262139	trh	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP013380	FBgn0039908	Asator	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP000057	FBgn0005561	sv	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP000058	FBgn0004607	zfh2	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP000061	FBgn0028996	onecut	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP000062	FBgn0262636	dati	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP000063	FBgn0005558	ey	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP000064	FBgn0025741	PlexA	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP013381	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP000065	FBgn0025726	unc-13	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP000066	FBgn0039938	Sox102F	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP000067	FBgn0019650	toy	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP000068	FBgn0042696	NfI	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP000069	FBgn0039937	fd102C	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP007278	FBgn0030763	CG9782	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP000070	FBgn0038603	PKD	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP000071	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP000072	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP000073	FBgn0025391	Scgdelta	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP013127	FBgn0037626	CG8236	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP000074	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP013356	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
AGAP000075	FBgn0031514	OtopLb	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP013406	FBgn0053557	CG33557	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP000076	FBgn0261283	SREBP	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP000078	FBgn0051122	CG31122	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP000079	FBgn0038621	CG10864	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP000080	FBgn0004652	fru	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP000081	FBgn0029175	sotv	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP000082	FBgn0023512	eIF2Bepsilon	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP000083	FBgn0025394	inc	NoParalogs	-	NoNeedOfParalogs	NULL
AGAP000084	NoDirectOrtholog	NULL	-	-	NoParalogsFound	-
