GeneName_TC	GeneName_OGid	Ortholog_id_symb	Dmel_paralogs	Dmel_paralogs_ids	Dmel_paralogs_Symbols	listOfParalogsIfAny	ifParalogHasOrtholog_id_symb	Dmel_Pparalogs	Dmel_Pparalogs_ids	Dmel_Pparalogs_Symbols
AGAP009608	7165:002215	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP009609	7165:002216	7227:002605__FBgn0040211/hgo	NoParalogs	-	-	-	-	-	-	-
AGAP009610	7165:002217	7227:001390__FBgn0032889/CG9331	NoParalogs	-	-	-	-	-	-	-
AGAP009611	7165:002218	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP009612	7165:002219	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP009613	7165:00221a	7227:0011f7__FBgn0032236/mRpS7	NoParalogs	-	-	-	-	-	-	-
AGAP009614	7165:00221b	7227:0015b9__FBgn0033808/CG4627	NoParalogs	-	-	-	-	-	-	-
AGAP009615	7165:00221c	7227:0014d3__FBgn0033454/CG1671	NoParalogs	-	-	-	-	-	-	-
AGAP009616	7165:00221d	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP009617	7165:00221e	7227:002430__FBgn0039341/CG5112	NoParalogs	-	-	-	-	-	-	-
AGAP009618	7165:00221f	7227:001922__FBgn0035140/BORCS6	NoParalogs	-	-	-	-	-	-	-
AGAP009619	7165:002220	7227:0006b1__FBgn0019932/SamDC	NoParalogs	-	-	-	-	-	-	-
AGAP009620	7165:002221	7227:001171__FBgn0032034/Rcd4	NoParalogs	-	-	-	-	-	-	-
AGAP009621	7165:002222	7227:0011d5__FBgn0032192/CG5731	NoParalogs	-	-	-	-	-	-	-
AGAP009622	7165:002223	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP009623	7165:002224	7227:0000ee__FBgn0001091/Gapdh1	['7227:0000ee', '7227:0000ef']	['FBgn0001091', 'FBgn0001092']	['Gapdh1', 'Gapdh2']	-	-	-	-	-
AGAP009624	7165:002225	7227:00361e__FBgn0266452/CTPsyn	NoParalogs	-	-	-	-	-	-	-
AGAP009625	7165:002226	7227:0003a0__FBgn0005322/nmd	NoParalogs	-	-	-	-	-	-	-
AGAP009626	7165:002227	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP009627	7165:002228	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP009628	7165:002229	7227:0008fc__FBgn0026379/Pten	NoParalogs	-	-	-	-	-	-	-
AGAP009629	7165:00222a	7227:0006cf__FBgn0020277/lush	NoParalogs	-	-	-	-	-	-	-
AGAP028743	-	-	-	-	-	-	-	-	-	-
AGAP028742	-	-	-	-	-	-	-	-	-	-
AGAP009631	7165:00222c	7227:0035dd__FBgn0266053/Patr-1	NoParalogs	-	-	-	-	-	-	-
AGAP009632	7165:00222d	7227:0027df__FBgn0045035/tefu	NoParalogs	-	-	-	-	-	-	-
AGAP009633	7165:00222e	7227:000b60__FBgn0029648/CG3603	NoParalogs	-	-	-	-	-	-	-
AGAP009634	7165:00222f	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP009635	7165:002230	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP028571	-	-	-	-	-	-	-	-	-	-
AGAP009636	7165:002231	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP009637	7165:002232	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP009638	7165:002233	7227:00285a__FBgn0050069/CG30069	NoParalogs	-	-	-	-	-	-	-
AGAP009639	7165:002234	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP009640	7165:002235	7227:000904__FBgn0026391/Or33b	NoParalogs	-	-	-	-	-	-	-
AGAP009641	7165:002236	7227:001731__FBgn0034396/CG15097	NoParalogs	-	-	-	-	-	-	-
AGAP009642	7165:002237	7227:00045c__FBgn0010551/Phb2	NoParalogs	-	-	-	-	-	-	-
AGAP009643	7165:002238	7227:000481__FBgn0011202/dia	NoParalogs	-	-	-	-	-	-	-
AGAP009644	7165:002239	7227:002f90__FBgn0086447/l(2)37Cg	NoParalogs	-	-	-	-	-	-	-
AGAP009645	7165:00223a	7227:000a05__FBgn0027885/NoSymb	NoParalogs	-	-	-	-	-	-	-
AGAP009646	7165:00223b	7227:000052__FBgn0000251/cad	NoParalogs	-	-	-	-	-	-	-
AGAP009647	7165:00223c	7227:00138d__FBgn0032884/Pomp	NoParalogs	-	-	-	-	-	-	-
AGAP009648	7165:00223d	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP009649	7165:00223e	7227:000f8a__FBgn0031307/MFS3	NoParalogs	-	-	-	-	-	-	-
AGAP009650	7165:00223f	7227:001103__FBgn0031873/Gas41	NoParalogs	-	-	-	-	-	-	-
AGAP009651	7165:002240	7227:001189__FBgn0032074/Tsp29Fa	NoParalogs	-	-	-	-	-	-	-
AGAP009652	7165:002241	7227:000bea__FBgn0029868/ND-B16.6	NoParalogs	-	-	-	-	-	-	-
AGAP009653	7165:002242	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP009654	7165:002243	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP009655	7165:002244	7227:001493__FBgn0033354/FANCI	NoParalogs	-	-	-	-	-	-	-
AGAP009656	7165:002245	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP009657	7165:002246	7227:000d0b__FBgn0030346/BORCS5	NoParalogs	-	-	-	-	-	-	-
AGAP009658	7165:002247	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP009659	7165:002248	7227:002041__FBgn0037855/CG6621	NoParalogs	-	-	-	-	-	-	-
AGAP009660	7165:002249	7227:002766__FBgn0042094/Ak3	NoParalogs	-	-	-	-	-	-	-
AGAP009661	7165:00224a	7227:000992__FBgn0027498/CG2061	NoParalogs	-	-	-	-	-	-	-
AGAP009662	7165:00224b	7227:00361c__FBgn0266450/Kr-h1	NoParalogs	-	-	-	-	-	-	-
AGAP009664	7165:00224c	7227:00270d__FBgn0041092/tai	NoParalogs	-	-	-	-	-	-	-
AGAP009665	7165:00224d	7227:00119d__FBgn0032101/CG9586	NoParalogs	-	-	-	-	-	-	-
AGAP009666	7165:00224e	7227:002c15__FBgn0052982/CG32982	NoParalogs	-	-	-	-	-	-	-
AGAP009667	7165:00224f	7227:00244a__FBgn0039379/CG5886	NoParalogs	-	-	-	-	-	-	-
AGAP009668	7165:002250	7227:0013b0__FBgn0032949/Lamp1	NoParalogs	-	-	-	-	-	-	-
AGAP009669	7165:002251	7227:001d06__FBgn0036677/CG13023	NoParalogs	-	-	-	-	-	-	-
AGAP009670	7165:002252	7227:001143__FBgn0031973/Spn28Dc	NoParalogs	-	-	-	-	-	-	-
AGAP009671	7165:002253	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP009672	7165:002254	7227:000a0a__FBgn0027932/Akap200	NoParalogs	-	-	-	-	-	-	-
AGAP009673	7165:002255	7227:001df9__FBgn0036999/isoQC	NoParalogs	-	-	-	-	-	-	-
AGAP009674	7165:002256	7227:00311e__FBgn0260444/Not10	NoParalogs	-	-	-	-	-	-	-
AGAP009675	7165:002257	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP028643	-	-	-	-	-	-	-	-	-	-
AGAP009680	7165:00225a	7227:0011fe__FBgn0032248/Bug22	NoParalogs	-	-	-	-	-	-	-
AGAP009681	7165:00225b	7227:000a2c__FBgn0028406/Drep4	NoParalogs	-	-	-	-	-	-	-
AGAP009682	7165:00225c	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP009683	7165:00225d	7227:003057__FBgn0259213/side-II	NoParalogs	-	-	-	-	-	-	-
AGAP009684	7165:00225e	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP009685	7165:00225f	7227:0000fb__FBgn0001125/Got2	NoParalogs	-	-	-	-	-	-	-
AGAP009686	7165:002260	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP009687	7165:002261	7227:0011f8__FBgn0032240/CG17768	NoParalogs	-	-	-	-	-	-	-
AGAP009688	7165:002262	7227:00166c__FBgn0034083/lbk	NoParalogs	-	-	-	-	-	-	-
AGAP009690	7165:002263	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP009691	7165:002264	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP009692	7165:002265	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP009693	7165:002266	7227:002a45__FBgn0051719/RluA-1	NoParalogs	-	-	-	-	-	-	-
AGAP009694	7165:002267	7227:000c7c__FBgn0030086/CCT2	NoParalogs	-	-	-	-	-	-	-
AGAP009695	7165:002268	7227:00123f__FBgn0032358/Ppt2	NoParalogs	-	-	-	-	-	-	-
AGAP009696	7165:002269	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP009697	7165:00226a	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP009699	7165:00226b	7227:002a12__FBgn0051632/sens-2	NoParalogs	-	-	-	-	-	-	-
AGAP009700	7165:00226c	7227:00116d__FBgn0032030/Wdr82	NoParalogs	-	-	-	-	-	-	-
AGAP009701	7165:00226d	7227:000968__FBgn0027094/AlaRS	NoParalogs	-	-	-	-	-	-	-
AGAP009702	7165:00226e	7227:00116e__FBgn0032031/CG13390	NoParalogs	-	-	-	-	-	-	-
AGAP009703	7165:00226f	7227:001375__FBgn0032850/Kua	NoParalogs	-	-	-	-	-	-	-
AGAP009704	7165:002270	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP009705	7165:002271	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP009706	7165:002272	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP009707	7165:002273	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP009708	7165:002274	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP009709	7165:002275	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP009710	7165:002276	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP009711	7165:002277	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP028644	-	-	-	-	-	-	-	-	-	-
AGAP009714	7165:00227a	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP009715	7165:00227b	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP009716	7165:00227c	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP009717	7165:00227d	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP009718	7165:00227e	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP009719	7165:00227f	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP009720	7165:002280	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP009721	7165:002281	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP009722	7165:002282	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP009723	7165:002283	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP009724	7165:002284	7227:001ebd__FBgn0037293/CG12007	NoParalogs	-	-	-	-	-	-	-
AGAP009725	7165:002285	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP009726	7165:002286	7227:000618__FBgn0015609/CadN	NoParalogs	-	-	-	-	-	-	-
AGAP009727	7165:002287	7227:00229a__FBgn0038747/RhoGAP92B	NoParalogs	-	-	-	-	-	-	-
AGAP009728	7165:002288	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP009729	7165:002289	7227:002341__FBgn0039007/CCAP	NoParalogs	-	-	-	-	-	-	-
AGAP009730	7165:00228a	7227:0001d4__FBgn0002938/ninaC	NoParalogs	-	-	-	-	-	-	-
AGAP009731	7165:00228b	7227:001118__FBgn0031903/Wnt10	NoParalogs	-	-	-	-	-	-	-
AGAP009732	7165:00228c	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP009733	7165:00228d	7227:001117__FBgn0031902/Wnt6	NoParalogs	-	-	-	-	-	-	-
AGAP009734	7165:00228e	7227:0002c7__FBgn0004009/NoSymb	NoParalogs	-	-	-	-	-	-	-
AGAP009735	7165:00228f	7227:00044f__FBgn0010453/Wnt4	NoParalogs	-	-	-	-	-	-	-
AGAP009736	7165:002290	7227:003025__FBgn0259111/Ndae1	NoParalogs	-	-	-	-	-	-	-
AGAP009737	7165:002291	7227:003426__FBgn0263133/mEFG1	NoParalogs	-	-	-	-	-	-	-
AGAP009738	7165:002292	7227:000069__FBgn0000318/cl	NoParalogs	-	-	-	-	-	-	-
AGAP009739	7165:002293	7227:001092__FBgn0031710/Vps52	NoParalogs	-	-	-	-	-	-	-
AGAP009740	7165:002294	7227:001273__FBgn0032430/CG6388	NoParalogs	-	-	-	-	-	-	-
AGAP009741	7165:002295	7227:001274__FBgn0032431/CG5435	NoParalogs	-	-	-	-	-	-	-
AGAP009742	7165:002296	7227:003598__FBgn0265298/SC35	NoParalogs	-	-	-	-	-	-	-
AGAP009743	7165:002297	7227:000a39__FBgn0028426/RNaseZ	NoParalogs	-	-	-	-	-	-	-
AGAP009744	7165:002298	7227:002e32__FBgn0069969/CG40498	NoParalogs	-	-	-	-	-	-	-
AGAP009745	7165:002299	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP009746	7165:00229a	7227:0025ee__FBgn0040075/rept	NoParalogs	-	-	-	-	-	-	-
AGAP009747	7165:00229b	7227:002f66__FBgn0085638/CG41378	NoParalogs	-	-	-	-	-	-	-
AGAP028645	-	-	-	-	-	-	-	-	-	-
AGAP009750	7165:00229e	7227:001354__FBgn0032800/CG10137	NoParalogs	-	-	-	-	-	-	-
AGAP009751	7165:00229f	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP028646	-	-	-	-	-	-	-	-	-	-
AGAP009754	7165:0022a2	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP009755	7165:0022a3	NO ortholog	-	-	-	['7165:0022a4', '7165:0022a3']	7165:0022a4--7227:000511__FBgn0012037/Ance	NoParalogsParalogs	-	-
AGAP009756	7165:0022a4	7227:000511__FBgn0012037/Ance	NoParalogs	-	-	-	-	-	-	-
AGAP009757	7165:0022a5	7227:0012bf__FBgn0032536/Ance-3	NoParalogs	-	-	-	-	-	-	-
AGAP027993	7165:00311f	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP009758	7165:0022a6	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP009759	7165:0022a7	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP029049	-	-	-	-	-	-	-	-	-	-
AGAP029054	-	-	-	-	-	-	-	-	-	-
AGAP029055	-	-	-	-	-	-	-	-	-	-
AGAP009763	7165:0022ab	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP009764	7165:0022ac	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP009765	7165:0022ad	7227:0009df__FBgn0027607/CG8230	NoParalogs	-	-	-	-	-	-	-
AGAP009766	7165:0022ae	7227:001494__FBgn0033355/CG13748	NoParalogs	-	-	-	-	-	-	-
AGAP009768	7165:0022af	7227:0025b7__FBgn0039915/Gat	NoParalogs	-	-	-	-	-	-	-
AGAP009769	7165:0022b0	7227:0015c6__FBgn0033826/CG4734	NoParalogs	-	-	-	-	-	-	-
AGAP009770	7165:0022b1	7227:002c09__FBgn0052843/Dh31-R	NoParalogs	-	-	-	-	-	-	-
AGAP009771	7165:0022b2	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP009772	7165:0022b3	7227:0015c0__FBgn0033816/CG4679	NoParalogs	-	-	-	-	-	-	-
AGAP009773	7165:0022b4	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP009774	7165:0022b5	7227:0009ba__FBgn0027561/CG18659	NoParalogs	-	-	-	-	-	-	-
AGAP009775	7165:0022b6	7227:002fde__FBgn0243486/rdo	NoParalogs	-	-	-	-	-	-	-
AGAP009776	7165:0022b7	7227:000037__FBgn0000152/Axs	NoParalogs	-	-	-	-	-	-	-
AGAP009777	7165:0022b8	7227:000897__FBgn0025800/Smox	NoParalogs	-	-	-	-	-	-	-
AGAP009778	7165:0022b9	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP009779	7165:0022ba	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP009780	7165:0022bb	7227:002ae8__FBgn0052113/Vps13D	NoParalogs	-	-	-	-	-	-	-
AGAP009781	7165:0022bc	7227:0012b1__FBgn0032515/loqs	NoParalogs	-	-	-	-	-	-	-
AGAP009782	7165:0022bd	7227:0002bf__FBgn0003978/vls	NoParalogs	-	-	-	-	-	-	-
AGAP009783	7165:0022be	7227:001d77__FBgn0036824/CG3902	NoParalogs	-	-	-	-	-	-	-
AGAP009784	7165:0022bf	7227:0006a8__FBgn0019686/lok	NoParalogs	-	-	-	-	-	-	-
AGAP009785	7165:0022c0	7227:002a94__FBgn0051908/CG31908	NoParalogs	-	-	-	-	-	-	-
AGAP009786	7165:0022c1	7227:000014__FBgn0000053/Gart	NoParalogs	-	-	-	-	-	-	-
AGAP009787	7165:0022c2	7227:0033f6__FBgn0263027/CG43322	NoParalogs	-	-	-	-	-	-	-
AGAP009788	7165:0022c3	7227:0004c0__FBgn0011584/Trp1	NoParalogs	-	-	-	-	-	-	-
AGAP009789	7165:0022c4	7227:002e13__FBgn0065110/ppk10	NoParalogs	-	-	-	-	-	-	-
AGAP009790	7165:0022c5	7227:0009da__FBgn0027600/obst-B	NoParalogs	-	-	-	-	-	-	-
AGAP009791	7165:0022c6	7227:000bda__FBgn0029843/Nep1	NoParalogs	-	-	-	-	-	-	-
AGAP009792	7165:0022c7	7227:000506__FBgn0011823/NoSymb	NoParalogs	-	-	-	-	-	-	-
AGAP009793	7165:0022c8	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP029125	-	-	-	-	-	-	-	-	-	-
AGAP009796	7165:0022cb	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP009797	7165:0022cc	7227:00355f__FBgn0265002/CG44153	NoParalogs	-	-	-	-	-	-	-
AGAP009798	7165:0022cd	7227:0011d1__FBgn0032187/CG4839	NoParalogs	-	-	-	-	-	-	-
AGAP009799	7165:0022ce	7227:000a92__FBgn0028675/Sur	NoParalogs	-	-	-	-	-	-	-
AGAP009800	7165:0022cf	7227:0011d3__FBgn0032189/Ripalpha	NoParalogs	-	-	-	-	-	-	-
AGAP009801	7165:0022d0	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP009802	7165:0022d1	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP009803	7165:0022d2	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP009804	7165:0022d3	7227:00272e__FBgn0041231/Gr68a	NoParalogs	-	-	-	-	-	-	-
AGAP009805	7165:0022d4	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP009806	7165:0022d5	7227:0013ac__FBgn0032940/Mondo	NoParalogs	-	-	-	-	-	-	-
AGAP029169	-	-	-	-	-	-	-	-	-	-
AGAP009807	7165:0022d6	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP009808	7165:0022d7	7227:0013a2__FBgn0032919/CG9253	NoParalogs	-	-	-	-	-	-	-
AGAP009809	7165:0022d8	7227:002a17__FBgn0051637/CG31637	NoParalogs	-	-	-	-	-	-	-
AGAP009810	7165:0022d9	7227:000a23__FBgn0028382/cyp33	NoParalogs	-	-	-	-	-	-	-
AGAP009811	7165:0022da	7227:0028b0__FBgn0050291/CG30291	NoParalogs	-	-	-	-	-	-	-
AGAP009812	7165:0022db	7227:001320__FBgn0032719/CG17321	NoParalogs	-	-	-	-	-	-	-
AGAP028647	-	-	-	-	-	-	-	-	-	-
AGAP009815	7165:0022de	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP009816	7165:0022df	7227:000fe9__FBgn0031458/aph-1	NoParalogs	-	-	-	-	-	-	-
AGAP009817	7165:0022e0	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP009818	7165:0022e1	7227:002e85__FBgn0085224/CG34195	NoParalogs	-	-	-	-	-	-	-
AGAP009819	7165:0022e2	7227:0028a0__FBgn0050271/CG30271	NoParalogs	-	-	-	-	-	-	-
AGAP009820	7165:0022e3	7227:0028a3__FBgn0050274/CG30274	NoParalogs	-	-	-	-	-	-	-
AGAP009821	7165:0022e4	7227:00303f__FBgn0259179/CG42284	NoParalogs	-	-	-	-	-	-	-
AGAP009822	7165:0022e5	7227:0011ca__FBgn0032171/CG5846	NoParalogs	-	-	-	-	-	-	-
AGAP009823	7165:0022e6	7227:002c44__FBgn0053129/CG33129	NoParalogs	-	-	-	-	-	-	-
AGAP009824	7165:0022e7	7227:000f51__FBgn0031228/ND-15	NoParalogs	-	-	-	-	-	-	-
AGAP009825	7165:0022e8	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP009826	7165:0022e9	7227:000998__FBgn0027506/EDTP	NoParalogs	-	-	-	-	-	-	-
AGAP009827	7165:0022ea	7227:002a42__FBgn0051716/Cnot4	NoParalogs	-	-	-	-	-	-	-
AGAP009828	7165:0022eb	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP009829	7165:0022ec	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP009830	7165:0022ed	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP009831	7165:0022ee	7227:000a62__FBgn0028527/CG18507	NoParalogs	-	-	-	-	-	-	-
AGAP009832	7165:0022ef	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP028572	-	-	-	-	-	-	-	-	-	-
AGAP009833	7165:0022f0	7227:0002f8__FBgn0004363/porin	NoParalogs	-	-	-	-	-	-	-
AGAP009834	7165:0022f1	7227:000954__FBgn0027054/CSN4	NoParalogs	-	-	-	-	-	-	-
AGAP009835	7165:0022f2	7227:001287__FBgn0032456/MRP	NoParalogs	-	-	-	-	-	-	-
AGAP009836	7165:0022f3	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP009837	7165:0022f4	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP009838	7165:0022f5	7227:001282__FBgn0032451/spict	NoParalogs	-	-	-	-	-	-	-
AGAP009839	7165:0022f6	7227:000b09__FBgn0028992/sds22	NoParalogs	-	-	-	-	-	-	-
AGAP009840	7165:0022f7	7227:0025f4__FBgn0040087/p115	NoParalogs	-	-	-	-	-	-	-
AGAP009841	7165:0022f8	7227:001adc__FBgn0035830/CG8209	NoParalogs	-	-	-	-	-	-	-
AGAP009842	7165:0022f9	7227:000439__FBgn0010406/RNaseX25	NoParalogs	-	-	-	-	-	-	-
AGAP009843	7165:0022fa	7227:001035__FBgn0031566/CG2818	NoParalogs	-	-	-	-	-	-	-
AGAP009844	7165:0022fb	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP009845	7165:0022fc	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP009846	7165:0022fd	7227:001347__FBgn0032782/Rab9	NoParalogs	-	-	-	-	-	-	-
AGAP009847	7165:0022fe	7227:0001e3__FBgn0003016/osp	NoParalogs	-	-	-	-	-	-	-
AGAP009848	7165:0022ff	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP009849	7165:002300	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP009850	7165:002301	7227:00087e__FBgn0025683/CG3164	NoParalogs	-	-	-	-	-	-	-
AGAP009851	7165:002302	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP009852	7165:002303	7227:0025d1__FBgn0039969/Fis1	NoParalogs	-	-	-	-	-	-	-
AGAP009853	7165:002304	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP009854	7165:002305	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP009855	7165:002306	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP009856	7165:002307	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP009857	7165:002308	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP009858	7165:002309	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP009859	7165:00230a	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP009860	7165:00230b	7227:0013b3__FBgn0032957/CG2225	NoParalogs	-	-	-	-	-	-	-
AGAP009861	7165:00230c	7227:000065__FBgn0000308/chic	NoParalogs	-	-	-	-	-	-	-
AGAP009862	7165:00230d	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP009863	7165:00230e	7227:00014f__FBgn0001942/eIF4A	NoParalogs	-	-	-	-	-	-	-
AGAP009864	7165:00230f	7227:00118e__FBgn0032079/CG31886	NoParalogs	-	-	-	-	-	-	-
AGAP009865	7165:002310	7227:0012ad__FBgn0032511/ND-B22	NoParalogs	-	-	-	-	-	-	-
AGAP009866	7165:002311	7227:001353__FBgn0032799/Dpm1	NoParalogs	-	-	-	-	-	-	-
AGAP009867	7165:002312	7227:001587__FBgn0033734/CG8520	NoParalogs	-	-	-	-	-	-	-
AGAP009868	7165:002313	7227:001584__FBgn0033731/Cpr49Ah	NoParalogs	-	-	-	-	-	-	-
AGAP009869	7165:002314	7227:001583__FBgn0033730/Cpr49Ag	NoParalogs	-	-	-	-	-	-	-
AGAP009870	7165:002315	7227:001582__FBgn0033729/Cpr49Af	NoParalogs	-	-	-	-	-	-	-
AGAP009871	7165:002316	7227:001581__FBgn0033728/Cpr49Ae	NoParalogs	-	-	-	-	-	-	-
AGAP009872	7165:002317	NO ortholog	-	-	-	['7165:002318', '7165:002317']	7165:002318--7227:002848__FBgn0050042/Cpr49Ab	NoParalogsParalogs	-	-
AGAP009873	7165:002318	7227:002848__FBgn0050042/Cpr49Ab	NoParalogs	-	-	-	-	-	-	-
AGAP028422	-	-	-	-	-	-	-	-	-	-
AGAP009874	7165:002319	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP009875	7165:00231a	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP009876	7165:00231b	7227:00284b__FBgn0050045/Cpr49Aa	NoParalogs	-	-	-	-	-	-	-
AGAP009877	7165:00231c	7227:001533__FBgn0033603/Cpr47Ef	NoParalogs	-	-	-	-	-	-	-
AGAP009878	7165:00231d	NO ortholog	-	-	-	['7165:00231d', '7165:002dad']	NULL	-	-	-
AGAP009879	7165:00231e	7227:00152d__FBgn0033597/Cpr47Ea	NoParalogs	-	-	-	-	-	-	-
AGAP009880	7165:00231f	7227:00137d__FBgn0032863/Cdc23	['7227:00137d', '7227:002a32']	['FBgn0032863', 'FBgn0051687']	['Cdc23', 'CG31687']	-	-	-	-	-
AGAP009881	7165:002320	7227:001271__FBgn0032428/Fam92	NoParalogs	-	-	-	-	-	-	-
AGAP009882	7165:002321	7227:001272__FBgn0032429/CG5446	NoParalogs	-	-	-	-	-	-	-
AGAP009883	7165:002322	7227:000cd1__FBgn0030263/CG2076	NoParalogs	-	-	-	-	-	-	-
AGAP009884	7165:002323	NO ortholog	-	-	-	NoParalogs	-	-	-	-
AGAP009885	7165:002324	7227:002a68__FBgn0051804/CG31804	NoParalogs	-	-	-	-	-	-	-
AGAP009886	7165:002325	7227:0009d4__FBgn0027592/MED15	NoParalogs	-	-	-	-	-	-	-
AGAP009887	7165:002326	7227:001137__FBgn0031951/r2d2	NoParalogs	-	-	-	-	-	-	-
AGAP009888	7165:002327	7227:002c05__FBgn0052831/CG33695	NoParalogs	-	-	-	-	-	-	-
AGAP009889	7165:002328	7227:0027a4__FBgn0043364/cbt	NoParalogs	-	-	-	-	-	-	-
AGAP009890	7165:002329	7227:001642__FBgn0034012/Hr51	NoParalogs	-	-	-	-	-	-	-
AGAP009891	7165:00232a	7227:001905__FBgn0035088/CG3776	NoParalogs	-	-	-	-	-	-	-
